name,primary_muscle,equipment,experience_level,overview,instructions,tips,video_front,video_side,source_url
Smith Machine Skullcrusher,Triceps,Smith-Machine,Intermediate,Take a shoulder width grip. Break at the elbows. Try to keep your elbows tucked in. Don't let them flare out. | Stop the bar a few inches from your forehead and extend your elbows back up.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-skullcrusher-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-skullcrusher-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/triceps/smith-machine-skullcrusher
Smith Machine Guillotine Bench Press,"Triceps, Chest",Smith-Machine,Intermediate,"Lie on the flat bench, grasp the bar at shoulder level with your palms facing forward. | Slowly lower the bar to your chest, keeping your elbows flared out. | Once you feel a stretch in your chest press the weight back up.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-guillotine-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-guillotine-bench-press-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/triceps/smith-machine-guillotine-bench-press
Smith Machine Close Grip Bench Press,Triceps,Smith-Machine,Beginner,"Lay flat on the bench with your feet on the ground. With a narrow grip on the bar, straighten your arms | Lower the bar to your lower-mid chest | Slowly raise the bar until you've locked your elbows.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-close-grip-bench-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-close-grip-bench-press-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/triceps/smith-machine-close-grip-bench-press
Smith Machine Bench Press,"Chest, Front Shoulders",Smith-Machine,Novice,Lay flat on the bench with your feet on the ground. With straight arms unrack the bar. | Lower the bar to your mid chest | Raise the bar until you've locked your elbows.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-bench-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-bench-press-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/anterior-deltoid/smith-machine-bench-press
Smith Machine Incline Bench Press,"Chest, Front Shoulders",Smith-Machine,Beginner,Position the bench between 30 and 45 degrees. | Lay flat on the bench with your feet on the ground. With straight arms unrack the bar. | Lower the bar to your mid chest | Raise the bar (slowly and controlled) until you've locked your elbows.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-incline-bench-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-incline-bench-press-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/anterior-deltoid/smith-machine-incline-bench-press
Smith Machine Seated Overhead Press,"Shoulders, Front Shoulders",Smith-Machine,Beginner,Sit on a bench with back support. Raise the bar to shoulder height with your palms forward. | Raise the bar upwards and pause at the contracted position. | Lower the weight back to starting position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-seated-overhead-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-seated-overhead-press-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/shoulders/smith-machine-seated-overhead-press
Smith Machine Bodyweight Skullcrusher,Triceps,Smith-Machine,Beginner,Hold the smith bar and lean forward. | Keep your elbows tucked in and then flex and extend at the elbows.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-bodyweight-skullcrusher-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-bodyweight-skullcrusher-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/triceps/smith-machine-bodyweight-skullcrusher
Smith Machine Inverted Row,"Traps (mid-back), Forearms, Lats",Smith-Machine,Beginner,"Lay underneath a fixed horizontal bar and grab the bar with a wide overhand grip. | Pull your body straight up to the bar. | Return to the starting position, your arms fully extended. Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-inverted-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-inverted-row-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/traps-middle/smith-machine-inverted-row
Smith Machine Overhand Row,"Biceps, Lower back, Lats",Smith-Machine,Beginner,Start hinged forward with a flat back. Make sure your elbows are fully extended. | Pull the bar to your sternum.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-overhand-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-overhand-row-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/biceps/smith-machine-overhand-row
Smith Machine Upright Row,"Shoulders, Traps, Front Shoulders",Smith-Machine,Intermediate,Take a double overhand roughly shoulder width grip. | Pull your elbows straight up the ceiling. Aim to get the bar to chin level or slightly higher. | lower the bar and repeat.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-upright-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-upright-row-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/shoulders/smith-machine-upright-row
Smith Machine Assisted Pullup,"Traps (mid-back), Lats",Smith-Machine,Novice,"Grasp the bar with an overhand grip, arms and shoulders fully extended. Leave your feet on the floor. | Pull your body up until your chin is above the bar. Use your legs top assist you up. | Lower your body back to starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-assisted-pullup-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-assisted-pullup-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/traps-middle/smith-machine-assisted-pullup
Smith Machine Pushup,Chest,Smith-Machine,Beginner,"Place hands on the bar, in push-up position. | Lower yourself to the bar, maintaining proper form.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-pushup-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-pushup-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/chest/smith-machine-pushup
Smith Machine Side Bend,Obliques,Smith-Machine,Novice,"Stand beside the bar. | Keep your hips and shoulders facing forward, bend to one side slowly | Return to the upright position. | Switch hands and repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-side-bend-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-side-bend-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/obliques/smith-machine-side-bend
Smith Machine Calf Raise,Calves,Smith-Machine,Novice,"Place the bar on your back | Start with feet flat on the ground | Extend your heels upwards while keeping your knees stationary, and pause at the contracted position. | Slowly return to the starting position. Repeat.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-calf-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-calf-raise-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/calves/smith-machine-calf-raise
Smith Machine Sumo Romanian Deadlift,"Lower back, Glutes, Hamstrings",Smith-Machine,Intermediate,Stance width can vary with a sumo DL. Some prefer toes near the plates. Others prefer a more narrow stance to get more drive off the floor. | Make sure your arms are inside your legs. The bar should be just over your mid-foot. Flatten your back and unrack the bar | Leave your knees mostly extended and flex and extend your hips.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-sumo-romanian-deadlift-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-sumo-romanian-deadlift-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/lowerback/smith-machine-sumo-romanian-deadlift
Smith Machine Staggered Deadlift,"Lower back, Glutes, Hamstrings",Smith-Machine,Intermediate,"Place one foot behind. You should only be on your toes on that back foot. Your front foot should be planted flat the entire time. | Bend your back knee and push your hips back. Look for a stretch in your front hamstring. | When you feel the stretch, push your hips forward again until you're back in a standing position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-staggered-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-staggered-deadlift-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/lowerback/smith-machine-staggered-deadlift
Smith Machine Romanian Deadlift,"Lower back, Glutes, Hamstrings",Smith-Machine,Beginner,"Take a shoulder width, double overhand or mixed grip. | Push your hips back while leaving your knees mostly extended. Look for a stretch in your hamstrings. | When you feel the stretch, push your hips forward until you're back in a standing position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-romanian-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-romanian-deadlift-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/lowerback/smith-machine-romanian-deadlift
Smith Machine Split Squat,"Glutes, Quads",Smith-Machine,Intermediate,"Take a large step forward with one leg until your shoulders are under the smith machine | lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | Push through the heel of your front foot to raise your body back to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-split-squat-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-split-squat-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/glutes/smith-machine-split-squat
Smith Machine Reverse Lunge,"Glutes, Quads",Smith-Machine,Intermediate,"Start by standing with your feet about hip-width apart, with the bar on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed. | Step backward with one foot, lowering your body until your front thigh is parallel to the ground and your back knee is hovering just above the ground. | Push off your back foot, returning to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-reverse-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-reverse-lunge-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/glutes/smith-machine-reverse-lunge
Smith Machine Narrow Stance Squat,"Glutes, Quads",Smith-Machine,Beginner,Place the bar on top of your traps. Take a narrow stance. | Push your hips back and break at the knees. Push your elbows forward to keep yourself from getting pitched too far forward. | Aim to get your hamstrings to parallel with the floor. | Push your heels into the floor and squat back to a standing position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-narrow-stance-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-narrow-stance-squat-side.mp4#t=0.1,https://musclewiki.com/smith-machine/male/glutes/smith-machine-narrow-stance-squat
Smith Machine Squat,Quads,Smith-Machine,Beginner,"Stand with your feet shoulder-width apart. Maintain the natural arch in your back and put the bar on your back. Squeezing your shoulder blades and raise your chest. | Grip the bar across your shoulders and support it on your upper back. Unwrack the smith machine by straightening your legs. | Bend your knees as you lower the weight without altering the form of your back until your hips are below your knees. | Raise the bar back to starting position, lift with your legs and exhale at the top.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-squat-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-squat-front.mp4#t=0.1,https://musclewiki.com/smith-machine/male/gluteus-maximus/smith-machine-squat
Hamstring Stretch Supine Glide,Hamstrings,Recovery,Beginner,"Place a theraband around your foot. | Lie back onto the ground. | Raise your leg to stretching point with the aid of the band, keeping a slightly bent knee. | Extend and bend your knee to actively stretch your hamstring.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-glide-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-glide-side.mp4#t=0.1,https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-glide
Hamstring Stretch Supine Dynamic Band,Hamstrings,Recovery,Beginner,Place a theraband or stretch strap around your foot. | Lie back onto the ground. | Raise your leg to stretching point with the aid of the band (strap). | Tug onto the strap on the end of range to dynamically stretch the hamstring.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-dynamic-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-dynamic-side.mp4#t=0.1,https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-dynamic
Gastrocnemius Stretch Push Up Position,Calves,Recovery,Beginner,Get yourself in the pushup position. | Straighten your knees and try to push one heel down towards the ground. | Cross your other leg over the top to apply extra pressure to the stretch.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-push-up-position-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-push-up-position-side.mp4#t=0.1,https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-push-up-position
Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,"Lats, Shoulders, Front Shoulders, Rear Shoulders",Recovery,Beginner,"Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width. | Sit your hips back onto your heels, pressing the head in between the arms. | You should feel a stretch in your lats, triceps and deep in the shoulder joint. | You can add movement (bend-extended arms) to mobilise the shoulder joint.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel-side.mp4#t=0.1,https://musclewiki.com/recovery/male/lats/lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel
Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,"Lats, Shoulders, Front Shoulders, Rear Shoulders",Recovery,Beginner,"Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width. | Sit your hips back onto your heels, pressing the head in between the arms. | You should feel a stretch in your lats, triceps and deep in the shoulder joint. | You can add movement (bend-extended arms) to mobilise the shoulder joint.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel-front.mp4#t=0.1,https://musclewiki.com/recovery/male/lats/lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel
Core Stability Regression Crosslateral Limb Raise Push Up Position,"Abdominals, Glutes, Shoulders, Obliques, Front Shoulders",Recovery,Advanced,Bring yourself to a strict push-up position | Tap the hand of the working arm on the ground to find your balance. Raise opposite limbs till they are parallel to the ground | Hold for a split second and then try to bring your elbow to your opposite knee by driving both towards the centre of the body. | Spine might curve slightly but you should not shift your hips during the movement.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-regression-crosslateral-limb-raise-push-up-position-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-core-stability-regression-crosslateral-limb-raise-push-up-position-front.mp4#t=0.1,https://musclewiki.com/recovery/male/abdominals/core-stability-regression-crosslateral-limb-raise-push-up-position
Kneeling Quad Stretch,Quads,Recovery,Beginner,Sit on your heels. | Lean back onto your palms. | To increase stretch intensity lift bum off heels.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-quad-stretch-kneeling-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-quad-stretch-kneeling-front.mp4#t=0.1,https://musclewiki.com/recovery/male/quads/quad-stretch-kneeling
Glute Hip Rotator Stretch 3 Seated,Glutes,Recovery,Beginner,Sit on a bench. | Cross the ankle of one leg over the knee of the other. | Push your knee away from you and lean forward for a specified amount of time.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-3-seated-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-3-seated-front.mp4#t=0.1,https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-3-seated
Towel Knee Extension,Quads,Recovery,Beginner,Sit on the floor and use your palms to lean back into. | Place a rolled towel under your knee so it is slightly bent. | Try to squeeze the towel between the back of your knee and the ground by extending the leg.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-extension-seated-active-floor-towel-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-extension-seated-active-floor-towel-side.mp4#t=0.1,https://musclewiki.com/recovery/male/quads/knee-extension-seated-active-floor-towel
Crosslateral Core Stabilisation Unilateral Load Kettlebell,"Forearms, Obliques",Recovery,Intermediate,"Begin by standing with your feet hip-width apart and holding a kettlebell at one side of your body, with your palms facing your thighs. | Hing forward with a flat back and lift the kettlebell. | Hold the kettlebell at your side and make sure to not lean to one side.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-crosslateral-core-stabilisation-unilateral-load-kettlebell-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-crosslateral-core-stabilisation-unilateral-load-kettlebell-side.mp4#t=0.1,https://musclewiki.com/recovery/male/forearms/crosslateral-core-stabilisation-unilateral-load-kettlebell
Seated Doming,Feet,Recovery,Novice,"Sit on a bench or box. Press the big toe into the ground till you feel the inside part of your foot raise off the ground | The arch of your foot should now look more pronounced. Do not roll your foot out to lift the inside part of your foot | You should perform the exercise bare foot or with socks, but do not wear shoes.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-doming-seated-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-doming-seated-side.mp4#t=0.1,https://musclewiki.com/recovery/male/feet/seated-doming
Bench Lift Off Active,,Recovery,Intermediate,"While seated on a bench, place your palms on the bench by your sides | Palm placement should allow room for the fingers to grip the edge of the bench | Try to lift your bodyweight off the bench by pushing the palms into the bench | Lockout your elbows and repeat or hold isometrically",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-bench-lift-off-active-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-bench-lift-off-active-front.mp4#t=0.1,https://musclewiki.com/recovery/male/lower-abdominals/bench-lift-off-active
Calf Stretch On Box Bilateral,Calves,Recovery,Beginner,"Stand on a box. From the standing position, shift your weight onto the balls of one foot. | Lower the heels of your feet toward the ground, and hold the position for the duration specified | You should feel your calf stretching.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-calf-stretch-on-box-bilateral-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-calf-stretch-on-box-bilateral-side.mp4#t=0.1,https://musclewiki.com/recovery/male/calves/calf-stretch-on-box-bilateral
Calf Raise Isometric Unilateral,Calves,Recovery,Beginner,"From the standing position, shift your weight onto the balls of one foot. | Raise your heel off the ground, and hold the position for the duration specified | You should feel your calf working.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-calf-raise-isometric-unilateral-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-calf-raise-isometric-unilateral-side.mp4#t=0.1,https://musclewiki.com/recovery/male/calves/calf-raise-isometric-unilateral
Ys,Rear Shoulders,Recovery,Beginner,"Lie on your front with your arms in the ""Y"" position. Thumbs facing up. | Raise your arms without bending the elbows.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ys-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ys-side.mp4#t=0.1,https://musclewiki.com/recovery/male/rear-shoulders/ys
Seated Wrist Flexor Stretch,Forearms,Recovery,Beginner,"Bring one arm in front of you palm facing up, elbow straight and shoulder relaxed. | With your other hand hold onto the palm and force it into passive extension. | This will stretch your wrist flexors.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-flexor-stretch-seated-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-flexor-stretch-seated-side.mp4#t=0.1,https://musclewiki.com/recovery/male/forearms/wrist-flexor-stretch-seated
Seated Wrist Extensor Stretch,Forearms,Recovery,Beginner,Raise one arm keeping your shoulder relaxed. | Hold the back of your palm with the other hand and passively flex the wrist. | You should feel a stretch on the top part of your arm.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-stretch-seated-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-stretch-seated-side.mp4#t=0.1,https://musclewiki.com/recovery/male/forearms/wrist-extensor-stretch-seated
Wrist Extensor Mobilisation,Forearms,Recovery,Beginner,"Kneel by a bench placing the arm you want to mobilise on, palm facing down. | Bring a massage ball to the top of your forearm and move it around applying gentle pressure. | Find the right/sore spot. | You can move your wrist in various directions in order to mobilise your wrist extensors.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-mobilisation-lacrosse-ball-kneeling-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-mobilisation-lacrosse-ball-kneeling-side.mp4#t=0.1,https://musclewiki.com/recovery/male/forearms/wrist-extensor-mobilisation-lacrosse-ball-kneeling
Wrist Extensor Kneeling Hold,Forearms,Recovery,Beginner,Drape your forearm over a bench. | Hold a dumbbell in a neutral wrist position with your palm facing downwards.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-isometric-dumbbell-kneeling-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-isometric-dumbbell-kneeling-side.mp4#t=0.1,https://musclewiki.com/recovery/male/forearms/wrist-extensor-isometric-dumbbell-kneeling
Bosu Ball Single Leg Squat,"Glutes, Quads",Recovery,Beginner,Stand on a bosu ball and balance on one leg. | Try to bend and extend the knee of the supporting leg (single leg squat) while keeping your balance.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-on-bosu-ball-single-leg-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-on-bosu-ball-single-leg-side.mp4#t=0.1,https://musclewiki.com/recovery/male/glutes/squat-on-bosu-ball-single-leg
Seated Upper Trap And Suprispinatus Stretch,Traps,Recovery,Novice,Sit on the back of your palm. | Straighten the back and pull the shoulders back. | Lean your head to the opposite side.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-upper-trap-and-suprispinatus-stretch-seated-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-upper-trap-and-suprispinatus-stretch-seated-front.mp4#t=0.1,https://musclewiki.com/recovery/male/traps/seated-upper-trap-and-suprispinatus-stretch
Ulnar Deviations,Forearms,Recovery,Novice,Stand up straight holding a dowel/lever/weight in one hand. | Hold the weight so it points behind you and towards the ground. | Squeeze your grip to raise the weight.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ulnar-deviations-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ulnar-deviations-front.mp4#t=0.1,https://musclewiki.com/recovery/male/wrist/ulnar-deviations
Thoracic Flexion And Extensions,Traps,Recovery,Novice,"Bring yourself on all 4's. Push the ground away from you, rounding back and shoulders as much as possible. | To enhance the spine flexion suck the belly button in and tuck the tailbone (coccyx) under. Hold this position for a brief moment | Now do the exact opposite, try to bend the spine backwards. Go back and forth on these positions",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-flexion-and-extensions-mobility-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-flexion-and-extensions-mobility-front.mp4#t=0.1,https://musclewiki.com/recovery/male/shoulders/thoracic-flexion-and-extensions
Shoulder Flexion Thoracic Extensions,Traps,Recovery,Novice,"Place a tube roller or half tube on the ground parallel to your body. | Lie on the tube making sure your whole back and neck are supported. | Knees bent and on the ground, lower back flat on the tube and chin tucked in. | Bring your arms by you hips and pull shoulders back. | This is your starting position. Raise arms and drop them back towards the ground over your head",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-extensions-via-shoulder-flexion-foam-roller-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-extensions-via-shoulder-flexion-foam-roller-front.mp4#t=0.1,https://musclewiki.com/recovery/male/shoulders/shoulder-flexion-thoracic-extensions
Thoracic Extensions Foam Roller,Traps,Recovery,Novice,"Place a foam roller on the floor perpendicular to your body. | Sit and lie back onto it aiming for your mid back to be in contact with the roller. | Gently tilt your hips backward, squeeze glutes and engage core to protect the lower back. | Support head on palms, elbows rotated in. Slightly lift hips off the ground.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-extensions-foam-roller-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-thoracic-extensions-foam-roller-front.mp4#t=0.1,https://musclewiki.com/recovery/male/scapula/thoracic-extensions-foam-roller
Laying Ts,"Traps (mid-back), Rear Shoulders",Recovery,Novice,"Lie on your front, arms outstretched to the side. | Raise head and chest off the ground. | Raise and lower your arms (flapping wings motion) by contracting and relaxing the muscles in between your shoulder blades.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ts-supine-bench-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ts-supine-bench-front.mp4#t=0.1,https://musclewiki.com/recovery/male/scapula/laying-ts
Alternating Swipe Around,"Lower back, Lats, Shoulders",Recovery,Beginner,"Lie on your front, arms above head. Squeeze glutes to protect lower back | Raise your chest and arms off the ground. Adduct (bring your arms by your hips) in an alternating fashion. | You can touch down and repeat the whole movement, or remain off the ground and just perform the ""swipes.""",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-alternate-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-alternate-side.mp4#t=0.1,https://musclewiki.com/recovery/male/lowerback/swipe-around-prone-alternate
Swipe Around,"Lower back, Lats, Shoulders",Recovery,Beginner,"Lie on your front, arms above head. Squeeze glutes to protect lower back | Raise your chest and arms off the ground. Adduct (bring your arms by your hips) | You can touch down and repeat the whole movement, or remain off the ground and just perform the ""swipes.""",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-side.mp4#t=0.1,https://musclewiki.com/recovery/male/lowerback/swipe-around-prone
Single Leg Eccentric Box Squat,"Glutes, Quads",Recovery,Beginner,Stand in front of a bench or box. Lift one leg in front you supporting yourself on the other leg. | Try to sit on the box in a controlled manner. Use both legs to stand back up,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-unilateral-eccentric-box-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-unilateral-eccentric-box-front.mp4#t=0.1,https://musclewiki.com/recovery/male/glutes/squat-unilateral-eccentric-box
Single Leg Concentric Squat,"Glutes, Quads",Recovery,Beginner,From the standing position lower your body into a squat. | Shift your weight onto one leg (the other is still in contact with the ground for balance). | Use the loaded leg to lift your body into standing position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-concentric-single-leg-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-squat-concentric-single-leg-front.mp4#t=0.1,https://musclewiki.com/recovery/male/glutes/squat-concentric-single-leg
Soleus Stretch,Calves,Recovery,Beginner,"Stand close to a wall on a narrow, staggered stance (toes of the back leg should be at the same level as the heel of the front leg). | Keep your weight on the back leg as you bend your knees. | Hold the position for the prescribed duration.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-soleus-stretch-static-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-soleus-stretch-static-side.mp4#t=0.1,https://musclewiki.com/recovery/male/calves/soleus-stretch-static
